strategy,total_return,CAGR,annualized_vol,Sharpe,max_drawdown,Calmar,hit_rate,annualized_turnover,trades,exposure
Change Point Baseline,1.3583318672102722,0.17495089499485217,0.11945922162102549,1.4097731917678002,-0.09974310929205155,1.7540148511170774,0.45488441461595824,1.691275167785235,9,0.8090976882923192
