cluster,mean_daily_return,annualized_return,daily_vol,annualized_vol,mean_rolling_vol,mean_momentum,count,economic_label_hint
0,0.0009966645333074882,0.251159462393487,0.005591671776067393,0.08876503759543908,0.005991107271505725,0.020731615493170177,1027,Risk-on / trending
1,-0.0005694530941693886,-0.1435021797306859,0.015387206602957622,0.2442643322603812,0.014636579879095135,-0.00684061992190862,401,Sideways / low drift
2,-0.0035562829190063003,-0.8961832955895876,0.055592870668804646,0.8825094627470048,0.051082999204139855,-0.2012687549746585,24,Risk-off / stress
