Date,Regime-aware HMM,K-Means Regime Strategy,Buy and Hold,Standalone Momentum,Standalone Mean Reversion
2021-01-04,1.0,1.0,0.9863859771443643,1.0,1.0
2021-01-05,1.0063871833500122,1.0063871833500122,0.9931793982228384,1.0063871833500122,1.0
2021-01-06,1.0124040793596933,1.0124040793596933,0.9991173287300338,1.0124040793596933,1.0
2021-01-07,1.0274458307326546,1.0274458307326546,1.0139616727598202,1.0274458307326546,1.0
2021-01-08,1.0332998726102716,1.0332998726102716,1.0197388864260646,1.0332998726102716,1.0
2021-01-11,1.0263345489629592,1.0263345489629592,1.0128649754076062,1.0263345489629592,1.0
2021-01-12,1.026551154731628,1.026551154731628,1.0130787384508337,1.026551154731628,1.0
2021-01-13,1.0293158546124554,1.0293158546124554,1.0158071545210452,1.0293158546124554,1.0
2021-01-14,1.0257112965153723,1.0257112965153723,1.0122499025002043,1.0257112965153723,1.0
2021-01-15,1.0182311121504874,1.0182311121504874,1.0048678877756303,1.0182311121504874,0.9922073198956693
2021-01-19,1.0262258018502224,1.0262258018502224,1.0127576554876259,1.0262258018502224,0.9999976825606035
2021-01-20,1.0404276061612465,1.0404276061612465,1.0267730758871083,1.0404276061612465,1.013836519367862
2021-01-21,1.0413763003359193,1.0413763003359193,1.0277093194373914,1.0413763003359193,1.013329601108178
2021-01-22,1.0376903595956448,1.0376903595956448,1.024071752835912,1.0376903595956448,1.013329601108178
2021-01-25,1.041782769323476,1.041782769323476,1.0281104539422188,1.041782769323476,1.013329601108178
2021-01-26,1.0401568045275698,1.0401568045275698,1.0265058282432367,1.0401568045275698,1.013329601108178
2021-01-27,1.0147346792463787,1.0147346792463787,1.0014173419170573,1.0147346792463787,1.013329601108178
2021-01-28,1.0234616350434778,1.0234616350434778,1.0100297654954542,1.0234616350434778,1.0215378081037971
2021-01-29,1.0029724884718163,1.0029724884718163,0.9898095176635966,1.0029724884718163,1.00108717550354
2021-02-01,1.0024710022275805,1.0024710022275805,1.0062854050520336,1.0024710022275805,1.017750785294379
2021-02-02,1.0161449259991255,1.0161449259991255,1.0205145008150711,1.0161449259991255,1.032142004042217
2021-02-03,1.0169441091207918,1.0169441091207918,1.0213171205434186,1.0169441091207918,1.0329537686317831
2021-02-04,1.0285022317223051,1.0285022317223051,1.0329249447968785,1.0285022317223051,1.0324372917474673
2021-02-05,1.032550180664753,1.032550180664753,1.036990300523834,1.032550180664753,1.0324372917474673
2021-02-08,1.040007360642931,1.040007360642931,1.0444795474887152,1.040007360642931,1.0324372917474673
2021-02-09,1.0393146887085518,1.0393146887085518,1.0437838969616542,1.0393146887085518,1.0324372917474673
2021-02-10,1.0388619288583267,1.0388619288583267,1.04332919017651,1.0388619288583267,1.0324372917474673
2021-02-11,1.04053991657937,1.04053991657937,1.0450143934951515,1.04053991657937,1.0324372917474673
2021-02-12,1.045679867104274,1.045679867104274,1.0501764465743213,1.045679867104274,1.0324372917474673
2021-02-16,1.0447743474038236,1.0447743474038236,1.0492670330040328,1.0447743474038236,1.0324372917474673
2021-02-17,1.0450141721837252,1.0450141721837252,1.0495078890662757,1.0450141721837252,1.0324372917474673
2021-02-18,1.040566544376192,1.040566544376192,1.0450411357954732,1.040566544376192,1.0324372917474673
2021-02-19,1.0387288771784697,1.0387288771784697,1.0431955663545749,1.0387288771784697,1.0324372917474673
2021-02-22,1.0307393158723563,1.0307393158723563,1.0351716487426037,1.0307393158723563,1.0239799046038618
2021-02-23,1.031991084235744,1.031991084235744,1.036428799896749,1.031991084235744,1.0252234640854783
2021-02-24,1.0433628995637565,1.0433628995637565,1.04784951572763,1.0433628995637565,1.036520705003174
2021-02-25,1.0182222433682453,1.0182222433682453,1.0226007509588655,1.0182222433682453,1.0115449169097797
2021-02-26,1.0129757816560538,1.0129757816560538,1.017331728678409,1.0129757816560538,1.0063328605917272
2021-03-01,1.0375305390172291,1.0375305390172291,1.041992075160419,1.0375305390172291,1.0307265920746358
2021-03-02,1.0294342046110732,1.0294342046110732,1.0338609253081417,1.0294342046110732,1.0302112287785985
2021-03-03,1.0157985900319366,1.0157985900319366,1.0201666755515413,1.0157985900319366,1.016050216327423
2021-03-04,1.0152906907369208,1.0152906907369208,1.007542468526505,1.0152906907369208,1.00347694905047
2021-03-05,1.0152906907369208,1.0152906907369208,1.026077863758414,1.0152906907369208,1.0219375523875802
2021-03-08,1.0152906907369208,1.0152906907369208,1.0209691199205413,1.0152906907369208,1.0214265836113865
2021-03-09,1.0152906907369208,1.0152906907369208,1.0355460409471093,1.0152906907369208,1.035499322799416
2021-03-10,1.0152906907369208,1.021102994742099,1.041992075160419,1.0152906907369208,1.0349815731380163
2021-03-11,1.0152906907369208,1.03145598663137,1.0525568620216552,1.0152906907369208,1.0349815731380163
2021-03-12,1.0161505440867187,1.032845258421911,1.0539745546574049,1.0161505440867187,1.0349815731380163
2021-03-15,1.0222103846542212,1.039004658358623,1.0602599597094373,1.0222103846542212,1.0349815731380163
2021-03-16,1.0209209165849094,1.0376940051399386,1.0589224939746535,1.0209209165849094,1.0349815731380163
2021-03-17,1.0244020746131204,1.0412323564050916,1.0625332305961384,1.0244020746131204,1.0349815731380163
2021-03-18,1.0094973656158142,1.0260827724132215,1.0470737259792777,1.0094973656158142,1.0349815731380163
2021-03-19,1.0076296065367896,1.0241843272272488,1.0451364436002268,1.0076296065367896,1.032549172718501
2021-03-22,1.0156755525381764,1.0323624630609705,1.0534818825737708,1.0156755525381764,1.0407941020393292
2021-03-23,1.0076812562673747,1.0242368255304228,1.0451900158805434,1.0076812562673747,1.0326020997923393
2021-03-24,1.0025586342972537,1.0190300421031868,1.039876715365127,1.0025586342972537,1.0273527908765585
2021-03-25,1.002057354980105,1.0247628396253998,1.0457267908397896,1.002057354980105,1.0331324100149895
2021-03-26,1.0177044523988423,1.0412768639681755,1.0625786486668491,1.0177044523988423,1.0497813097492292
2021-03-29,1.0171903462038359,1.0407508498731983,1.0620418737076027,1.0171903462038359,1.0492564190943547
2021-03-30,1.0144916665758161,1.03798966252328,1.059224199730087,1.0144916665758161,1.0492564190943547
2021-03-31,1.0186039282980113,1.0421971738295446,1.063517785646347,1.0186039282980113,1.0492564190943547
2021-04-01,1.029603886199273,1.0534519164419103,1.075002770677673,1.029603886199273,1.0492564190943547
2021-04-05,1.0443817940353528,1.068572115131513,1.0904322888463043,1.0443817940353528,1.0492564190943547
2021-04-06,1.043764984168916,1.0679410185082507,1.0897882816467506,1.043764984168916,1.0492564190943547
2021-04-07,1.0449730749433959,1.0691770914860923,1.0910496414252087,1.0449730749433959,1.0492564190943547
2021-04-08,1.0499334187406275,1.0742523284286158,1.096228704360977,1.0499334187406275,1.0492564190943547
2021-04-09,1.0575664093464634,1.0820621169207552,1.1041982605755718,1.0575664093464634,1.0492564190943547
2021-04-12,1.0579521149579731,1.0824567563748924,1.104600973314516,1.0579521149579731,1.0492564190943547
2021-04-13,1.0610874741374514,1.0856647377943758,1.1078745815925994,1.0610874741374514,1.0492564190943547
2021-04-14,1.0574637896518702,1.0819571203144067,1.1040911160149378,1.0574637896518702,1.0492564190943547
2021-04-15,1.068823588298902,1.0935800384244825,1.1159518084458677,1.068823588298902,1.0492564190943547
2021-04-16,1.0723958789603498,1.0972350716793409,1.1196816140635393,1.0723958789603498,1.0492564190943547
2021-04-19,1.067127256195156,1.0918444153080917,1.1141806790475046,1.067127256195156,1.0492564190943547
2021-04-20,1.0593143032280163,1.0838504961061293,1.1060232252932714,1.0593143032280163,1.0492564190943547
2021-04-21,1.0693374425633977,1.0941057947536503,1.1164883203660942,1.0693374425633977,1.0586597633997434
2021-04-22,1.0595711043950093,1.0841132453878088,1.106291349733875,1.0595711043950093,1.0581304335180437
2021-04-23,1.071059387602374,1.0958676240606602,1.1182861920647795,1.071059387602374,1.0690740311930569
2021-04-26,1.0732954388363565,1.0981554674626473,1.1206208387227112,1.0732954388363565,1.0713059375974434
2021-04-27,1.0730640826509192,1.0979187525277132,1.1203792812230824,1.0730640826509192,1.0707702846286447
2021-04-28,1.0727558036829568,1.0976033330989874,1.1200574091428162,1.0727558036829568,1.0707702846286447
2021-04-29,1.0795919380842165,1.1045978083361057,1.1271949729385466,1.0795919380842165,1.0707702846286447
2021-04-30,1.0724985826317797,1.0973401542076255,1.1197888463038463,1.0724985826317797,1.0707702846286447
2021-05-03,1.0748118925556351,1.0997070457911506,1.1222041582611086,1.0748118925556351,1.0707702846286447
2021-05-04,1.0681808295898882,1.0929223919228561,1.1152807082273,1.0681808295898882,1.0707702846286447
2021-05-05,1.0685150574004283,1.0932643612299469,1.1156296733265814,1.0685150574004283,1.0705699375228772
2021-05-06,1.0770477758359447,1.1019947173492655,1.1245386295596946,1.0770477758359447,1.0791190653794702
2021-05-07,1.0848866776456616,1.1100151864295928,1.1327231763329426,1.0848866776456616,1.0869730423192931
2021-05-10,1.0741436048882291,1.0990232790208423,1.1215064034218927,1.0741436048882291,1.0864295557981336
2021-05-11,1.0645570611274702,1.0892146885209506,1.111497154969965,1.0645570611274702,1.076190147296934
2021-05-12,1.0419405034121842,1.0660742785168302,1.0878833530671057,1.0419405034121842,1.0533264441966184
2021-05-13,1.0414195331604783,1.0655412413775718,1.100951482277483,1.0414195331604783,1.065979460749046
2021-05-14,1.0414195331604783,1.0813701663198627,1.1178569123848592,1.0414195331604783,1.0823478852978852
2021-05-17,1.0414195331604783,1.078618591525836,1.115012496107023,1.0414195331604783,1.0795938226722357
2021-05-18,1.031926337459943,1.0693256122486012,1.1054059603940398,1.031926337459943,1.0702924411637533
2021-05-19,1.031410374291213,1.0665219593150737,1.1025077087968667,1.031410374291213,1.0674862533122427
2021-05-20,1.031410374291213,1.077995604661617,1.1143684889074694,1.031410374291213,1.0669525101855866
2021-05-21,1.030050034484219,1.0771128208246137,1.1134559188689468,1.030050034484219,1.0669525101855866
2021-05-24,1.0295350094669768,1.088093420202238,1.124807017039317,1.0295350094669768,1.0772960542785843
2021-05-25,1.0267361573914513,1.085679420318979,1.1223115658607619,1.0267361573914513,1.0767574062514451
2021-05-26,1.0287735656246582,1.0878337928650876,1.1245386295596944,1.0287735656246582,1.0767574062514451
2021-05-27,1.0293136392323032,1.08840487122544,1.1251289767992578,1.0293136392323032,1.0767574062514451
2021-05-28,1.028798982412687,1.0903519490273472,1.127141751376922,1.028798982412687,1.0767574062514451
2021-06-01,1.027378407207698,1.0893915568879935,1.1261489544374332,1.027378407207698,1.0767574062514451
2021-06-02,1.0289940371229718,1.0911047071512334,1.1279199084764504,1.0289940371229718,1.0767574062514451
2021-06-03,1.0251748537417136,1.087054995671451,1.1237335548004974,1.0251748537417136,1.0767574062514451
2021-06-04,1.0345509145471745,1.0969970008826553,1.1340110153727023,1.0345509145471745,1.0860668528991817
2021-06-07,1.0335472050622327,1.0959327069177511,1.1329108108335606,1.0335472050622327,1.0855238194727321
2021-06-08,1.0337675764067509,1.0961663800029688,1.1331523683331888,1.0337675764067509,1.0855238194727321
2021-06-09,1.0322252169639194,1.0945309228598956,1.1314617288748103,1.0322252169639194,1.0855238194727321
2021-06-10,1.037023553023307,1.0996188892348315,1.1367213694302365,1.037023553023307,1.0855238194727321
2021-06-11,1.0387370902074342,1.1014358565058056,1.138599643389234,1.0387370902074342,1.0855238194727321
2021-06-14,1.0410627877906884,1.1039019345285643,1.141148929887125,1.0410627877906884,1.0855238194727321
2021-06-15,1.0391534360688552,1.1018773332421232,1.1390560160881678,1.0391534360688552,1.0855238194727321
2021-06-16,1.0333514705141253,1.0957251577201008,1.1326962586732738,1.0333514705141253,1.0855238194727321
2021-06-17,1.0330086350939416,1.0953616285573988,1.1323204635939967,1.0330086350939416,1.0855238194727321
2021-06-18,1.01907308717092,1.080584922972152,1.1170451739705007,1.01907308717092,1.0703370665120708
2021-06-21,1.0336622301052152,1.0960546749382747,1.1330368942036022,1.0336622301052152,1.0856601092337357
2021-06-22,1.0391881515547077,1.101914144174605,1.1390940690663316,1.0391881515547077,1.0914640094922006
2021-06-23,1.0379355144384985,1.1005858971638938,1.1377210053842337,1.0379355144384985,1.0909182774874546
2021-06-24,1.0440757560062845,1.1070967672330625,1.1444515601370333,1.0440757560062845,1.0909182774874546
2021-06-25,1.0477843937620888,1.11102926049006,1.1485167405046424,1.0477843937620888,1.0909182774874546
2021-06-28,1.0498965991063165,1.1132689597598444,1.1508320099547997,1.0498965991063165,1.0909182774874546
2021-06-29,1.0504616456317886,1.1138681128175492,1.1514513791661873,1.0504616456317886,1.0909182774874546
2021-06-30,1.0513458506562186,1.1148056889641902,1.1524205902735887,1.0513458506562186,1.0909182774874546
2021-07-01,1.057166613766652,1.1209777966731556,1.1588009524116818,1.057166613766652,1.0909182774874546
2021-07-02,1.0652472430205806,1.1295461773416742,1.1676584406766346,1.0652472430205806,1.0909182774874546
2021-07-06,1.0633067753448395,1.1274885819245077,1.1655314194848083,1.0633067753448395,1.0909182774874546
2021-07-07,1.0670644467246693,1.1314730685031893,1.1696503474920807,1.0670644467246693,1.0909182774874546
2021-07-08,1.058370137269237,1.1222539655443662,1.160120180774443,1.058370137269237,1.0909182774874546
2021-07-09,1.069668028173933,1.1342338036214277,1.1725042331746212,1.069668028173933,1.0909182774874546
2021-07-12,1.073499529953396,1.138296577044993,1.1767040895202443,1.073499529953396,1.0909182774874546
2021-07-13,1.0698400058112156,1.1344161619274957,1.1726927444719715,1.0698400058112156,1.0909182774874546
2021-07-14,1.0714362782435953,1.136108786279076,1.1744424800300775,1.0714362782435953,1.0909182774874546
