regime,mean_daily_return,annualized_return,daily_vol,annualized_vol,mean_rolling_vol,mean_momentum,count,economic_label_hint
0,0.0006319884941118301,0.1592611005161812,0.005025209138442301,0.07977272199844487,0.005282441302919544,0.01897794297912433,818,Risk-on / trending
1,0.0006360747041158617,0.16029082543719714,0.012258510479112777,0.19459782103087003,0.011967721290705882,0.002119592000590271,580,Risk-on / trending
2,-0.003259572623740046,-0.8214123011824915,0.04133375486855214,0.6561530168081654,0.036774302701023824,-0.05621278358995271,54,Risk-off / stress
