Date,open,high,low,close,volume
2015-03-12,169.98420665550796,171.5742357613371,169.93452022039267,171.50799560546875,93993500
2015-03-13,171.23472289413294,172.19535687729632,169.42109203161417,170.45626831054688,162410900
2015-03-16,171.18503815193296,172.82475385582055,170.48111322070739,172.73365783691406,136099200
2015-03-17,171.99661322656053,172.60115264266457,171.4086275328932,172.22021484375,94510400
2015-03-18,171.74814392695924,174.96133472213626,171.11047188394753,174.29054260253906,228808500
2015-03-19,173.87651015674865,174.29885756678942,173.10633236616806,173.4955596923828,117917300
2015-03-20,174.4446784661776,175.5343837524502,174.26167316848532,175.02696228027344,177715100
2015-03-23,175.0353139675821,175.60928409884772,174.68594360351562,174.68594360351562,71784500
2015-03-24,174.56112214072957,175.0186226578226,173.63778191445252,173.70433044433594,77805300
2015-03-25,173.912344740838,174.14525832253875,171.1173690675904,171.15895080566406,159521700
2015-03-26,170.4934903310777,171.66637204621165,169.7947368945771,170.75135803222656,153067200
2015-03-27,170.63482107676123,171.3169211890724,170.44348932341674,171.14224243164062,118939000
2015-03-30,172.17374153535073,173.52964087435808,172.15711392232274,173.2301788330078,96180400
2015-03-31,172.40662840121527,173.10538151826552,171.65797975995795,171.71620178222656,126768700
2015-04-01,171.6830400608599,171.70799418481468,170.11918059787712,171.10906982421875,137303600
2015-04-02,171.0424354464049,172.17373503850223,170.85943016732784,171.72454833984375,86900900
2015-04-06,170.8344874743749,173.39654885986658,170.70140310210584,172.8808135986328,114368200
2015-04-07,172.90577669260682,173.65442551024032,172.39004140458533,172.42330932617188,81236300
2015-04-08,172.64787017814302,173.44642704478457,172.25690555013824,173.00555419921875,89351900
2015-04-09,172.83926548017172,174.00383337971292,172.34848420056778,173.7709197998047,85548900
2015-04-10,174.02043665507665,174.76077166783332,173.82080373926343,174.71917724609375,72722900
2015-04-13,174.57778751880323,175.20999234303937,173.87904684312468,173.928955078125,74436600
2015-04-14,173.72928217590538,174.444662996307,173.10540399623537,174.26165771484375,75099900
2015-04-15,174.72748944644854,175.55100054245278,174.6443006097776,175.0435791015625,99529300
2015-04-16,174.7108915740687,175.50113494303832,174.5112459332694,174.99371337890625,68934900
2015-04-17,173.8041297758669,174.04535706670745,172.19867679602126,172.98060607910156,191113200
2015-04-20,173.903967892209,174.89385667427484,173.82079174730367,174.56112670898438,92189500
2015-04-21,175.24320896092908,175.40126012071377,174.05368739890025,174.3531494140625,72559800
2015-04-22,174.69422819886228,175.3929815029831,173.7708878579371,175.20997619628906,78264600
2015-04-23,174.81065383286185,176.29965013641794,174.6941970850558,175.65081787109375,102585900
2015-04-24,176.06676766238417,176.32463531418654,175.6092543965239,176.05844116210938,61327400
2015-04-27,176.62412676712225,176.7488973636394,175.13512995354867,175.3264617919922,79358100
2015-04-28,175.30148992418802,175.93368203726482,174.12859566432547,175.88377380371094,86863500
2015-04-29,174.99370225288143,175.75899145469907,174.35319632844374,175.1600799560547,125684900
2015-04-30,174.5861460630137,174.97711089938906,172.70618424737742,173.40493774414062,161304900
2015-05-01,174.1867888291408,175.32641497531887,174.08697237858064,175.28482055664062,103399700
2015-05-04,175.7090605129889,176.3662193542195,175.6009302513046,175.783935546875,70927200
2015-05-05,175.5427384617421,175.90043533342572,173.6295088900631,173.7709197998047,113326200
2015-05-06,174.31987760631245,174.62765344280064,171.99072989221568,173.05548095703125,135060200
2015-05-07,172.95568267434402,174.17017122825814,172.6229526914599,173.7459259033203,88244900
2015-05-08,175.4179260513807,176.23312338675464,175.33473721002545,176.03347778320312,155877300
2015-05-11,175.99189859029525,176.25808003936282,175.11846651482492,175.19332885742188,75708100
2015-05-12,174.361520342868,175.20999844593865,173.5379963581667,174.66929626464844,119727600
2015-05-13,175.07686956643255,175.70074779807248,174.4696316416302,174.70254516601562,94667900
2015-05-14,175.7174083707801,176.61579465109463,175.4429003940587,176.5242919921875,95934000
2015-05-15,176.71556091308594,176.85697176525187,176.23309363890243,176.71556091308594,76510100
2015-05-18,176.5492065999346,177.51412851366834,176.48265807263678,177.26458740234375,74549700
2015-05-19,177.38106661495368,177.65557456500738,176.9235533648642,177.2063751220703,72114600
2015-05-20,177.30619103184608,177.830252816043,176.7655016333957,177.08160400390625,76857500
2015-05-21,176.94020486820656,177.80531050170612,176.77382717194772,177.59735107421875,64764600
2015-05-22,177.21469269139422,177.6306115288807,177.10656242477594,177.17311096191406,57433500
2015-05-26,176.68232531005276,177.10657066744847,174.8522848785079,175.26820373535156,124308600
2015-05-27,175.72569227161335,177.1647677596547,175.31808727988246,176.93185424804688,93214000
2015-05-28,176.62409580961238,176.84036903661448,176.04181197319468,176.73223876953125,74974600
2015-05-29,176.66565360922212,176.70723533026117,175.36798913054474,175.63417053222656,124919600
2015-06-01,176.29965816611687,176.63238811990755,175.20162647150613,175.99188232421875,93338800
2015-06-02,175.5344084312624,176.50765709154723,174.91053010855387,175.81723022460938,91531000
2015-06-03,176.34959907877004,176.9069288357371,175.792269321803,176.28305053710938,87820900
2015-06-04,175.5759815578114,176.23312772649365,174.4779497504916,174.79405212402344,151882800
2015-06-05,174.64426199501716,175.16832362593573,173.83737869048574,174.49453735351562,121704700
2015-06-08,174.38644350417422,174.53618088064647,173.34664644724396,173.4215087890625,89063300
2015-06-09,173.39654541015625,173.93724746657017,172.76435340274276,173.39654541015625,105034700
2015-06-10,174.1618757856882,175.858832002378,174.1036537400769,175.47618103027344,134551300
2015-06-11,175.9170105686235,176.424432007937,175.68409705806988,176.0417938232422,73876400
2015-06-12,175.21822971538506,175.91697008625042,174.41966022523076,174.6941680908203,135382400
2015-06-15,173.55460718758775,174.2283936547843,172.8475401063269,173.94557189941406,124384200
2015-06-16,173.7958129477088,174.97703343649107,173.62113417047834,174.8938446044922,85308200
2015-06-17,175.17669677734375,175.7839474322654,174.153539968628,175.17669677734375,126708600
2015-06-18,175.77562588574565,177.46425543522668,175.20998233094872,176.99842834472656,165867900
2015-06-19,176.7560397831322,176.83126628353637,175.8365622629324,176.21270751953125,130478700
2015-06-22,177.13216924817195,177.70056420665657,176.90647701250222,177.11544799804688,70696000
2015-06-23,177.32445349767062,177.57522128004848,176.84800619027394,177.24085998535156,68476800
2015-06-24,176.973377615689,177.34952289902554,175.92852252054377,175.95359802246094,92307300
2015-06-25,176.45511032865318,176.58048782172534,175.34338312329731,175.41860961914062,97107400
2015-06-26,175.7780619229963,176.020475454762,174.83352156232553,175.3852081298828,104174800
2015-06-29,173.90563875410464,175.39351099709683,171.6320336459103,171.70726013183594,202621300
2015-06-30,173.24532879564853,173.2954925539955,171.59028189840387,172.06674194335938,182925100
2015-07-01,173.63817259235734,173.88894033293766,172.66018988321343,173.4459228515625,135979900
2015-07-02,173.92237406091246,174.08954829467416,172.86915215451845,173.28709411621094,104373700
2015-07-06,171.9998580458966,173.57131132745278,171.79924128982267,172.7939453125,117975400
2015-07-07,172.99456494205364,174.00597747860348,170.61229034809537,173.88059997558594,173820200
2015-07-08,172.5431069920964,172.8273043810411,170.72924094443496,170.96328735351562,164020100
2015-07-09,173.06135838525742,173.32049305021542,171.163911539407,171.27256774902344,144113100
2015-07-10,173.27037922674475,173.847141195784,171.31441383532407,173.42919921875,129456900
2015-07-13,174.6913649093545,175.45200949545605,174.64956816725388,175.34335327148438,106069400
2015-07-14,175.30160811826735,176.41333546152043,175.24309011119044,176.1040496826172,81709600
2015-07-15,176.14580369154305,176.60554236922965,175.56904178267948,176.04550170898438,97914100
2015-07-16,177.09867799545395,177.45811462402344,176.85627733096499,177.45811462402344,106683300
2015-07-17,177.4497768295928,177.66711479342928,177.0402019061939,177.6085968017578,89030000
2015-07-20,177.834306013265,178.1937299807778,177.38293430331788,177.7005615234375,70446800
2015-07-21,177.5668539303138,177.82598871616656,176.69754007495303,176.9984588623047,77965000
2015-07-22,176.3129951546989,177.01514736499615,176.27956540876897,176.6807861328125,88667900
2015-07-23,176.81449864335698,176.91480061758097,175.32662650435347,175.68605041503906,90509100
2015-07-24,175.78639671419378,175.84490195814018,173.52951260680743,173.86386108398438,117755000
2015-07-27,172.97786830278093,173.4877581452336,172.40946044754156,172.85247802734375,132361100
2015-07-28,173.68831753287859,175.11768467613908,172.86080059877006,174.9755859375,123544800
2015-07-29,175.10099316780972,176.40497028935027,174.95889440503456,176.17929077148438,105791300
2015-07-30,175.6693676290362,176.38822831017677,175.05080893679738,176.22105407714844,91304400
2015-07-31,176.72260984193838,176.74768534385558,175.66940049768033,175.95359802246094,103266900
2015-08-03,175.92009972351912,175.97860495366947,174.4071394214331,175.36004638671875,113965700
2015-08-04,175.28484070143256,175.74457936960462,174.53255033866034,175.01736450195312,81820800
2015-08-05,175.91175866861994,176.6306193101824,175.30992125919204,175.59413146972656,85786800
2015-08-06,175.77803731999936,175.88670631934494,173.5713041132177,174.15643310546875,116030800
2015-08-07,173.9975626820927,174.148015633359,172.9192655130562,173.822021484375,117858000
2015-08-10,174.9337723852112,176.09565043501362,174.9337723852112,176.01206970214844,80270700
2015-08-11,174.67467215788415,175.09261413792316,173.66324695417575,174.4239044189453,126081400
2015-08-12,173.11988024460172,174.81672320019484,171.6570837136026,174.63282775878906,172123700
2015-08-13,174.47401731701092,175.15944813679866,173.872179976808,174.41551208496094,89383300
2015-08-14,174.2232668953725,175.12602299512452,174.08116816965813,175.05079650878906,72786500
2015-08-17,174.45737046858608,176.02882385253906,173.9976316775711,176.02882385253906,79072600
2015-08-18,175.75295212180188,176.10402184503204,175.284859157495,175.51890563964844,71692700
2015-08-19,174.77498441881337,175.5439961767117,173.32055440576607,174.13136291503906,172946000
2015-08-20,172.61836329246614,174.10623547356118,170.43670600935428,170.49522399902344,194327900
2015-08-21,168.6228416186139,170.47015049672353,165.10377783345345,165.36289978027344,346588500
2015-08-24,156.71982661296926,165.07029592613802,152.46516923647926,158.3999481201172,507244300
2015-08-25,163.35681494583278,163.37353619823517,156.243446220749,156.5360107421875,369833100
2015-08-26,160.55659728431232,162.82183573989923,157.45546208959075,162.54600524902344,339257000
2015-08-27,164.6858505688254,166.6919668394145,163.17290274119117,166.56658935546875,274143900
2015-08-28,165.92300831377364,167.04309004431394,165.4381939629621,166.5749969482422,160414400
2015-08-31,165.59697800858308,166.4495832508979,164.67750051642227,165.22918701171875,163298800
2015-09-01,161.42593651500468,162.80515296013104,159.42817398653023,160.29750061035156,256000400
2015-09-02,162.67970202462845,163.3818541142059,160.84076020480347,163.34005737304688,160269300
2015-09-03,164.05054737231268,165.54678649294164,162.96390865335349,163.4570770263672,152087800
2015-09-04,161.200278736397,162.04451721641442,160.1637777003254,160.98294067382812,207081000
2015-09-08,163.78310551299384,165.17903019862646,163.1394712911374,165.028564453125,116025700
2015-09-09,166.60843585182587,166.73381337321,162.45409058223083,162.82186889648438,149347700
2015-09-10,162.6295579280601,164.8530120043565,162.3704359782991,163.70785522460938,158611100
2015-09-11,163.31493429658647,164.51860866565121,162.60442816761687,164.4517364501953,119691200
2015-09-14,164.62731608485382,164.6774670734092,163.35676910495962,163.84158325195312,79452000
2015-09-15,164.34307556587714,166.33248262090473,163.799756326186,165.88946533203125,113806200
2015-09-16,166.1904500829999,167.51950247858431,165.84773460854305,167.32723999023438,99581600
2015-09-17,167.19350906595068,169.59249188964412,166.57495035938427,166.9510955810547,276046600
2015-09-18,164.44136832875512,166.93683886546805,163.81119602271215,164.222900390625,223657500
2015-09-21,165.05466399026372,166.0965402320797,164.02118542685872,165.07147216796875,105726200
2015-09-22,162.903657672543,163.3909921957327,161.79454886372204,162.92886352539062,153890900
2015-09-23,163.09698481425332,163.56751138693272,162.08871175552784,162.66847229003906,92790600
2015-09-24,161.45007392230164,162.54237470540022,160.11411225463215,162.0802459716797,159378800
2015-09-25,163.54230505253565,163.84478825137367,161.16445351017586,162.03829956054688,155054800
2015-09-28,161.13922670151618,161.2484606488369,157.66067677744184,157.9715576171875,178515900
2015-09-29,158.19000695761784,159.42514531239374,157.06408971646624,158.06396484375,159045600
2015-09-30,159.95447105725466,161.1812116552828,159.17306384836056,161.01316833496094,163452000
2015-10-01,161.39130504711446,161.73580226426947,159.49239074380048,161.43331909179688,131079000
2015-10-02,159.45034541254506,163.86994767897548,158.90418858061045,163.84474182128906,211003300
2015-10-05,165.0715190328975,166.98724156689823,164.96228507812722,166.7603759765625,126320800
2015-10-06,166.62593361163326,167.1888859175835,165.52523486261958,166.1890106201172,110274500
2015-10-07,167.12161520029284,167.90303517487249,165.92849104313925,167.55014038085938,124307300
2015-10-08,167.16367967248007,169.34828180417875,166.8611964976431,169.06260681152344,153055200
2015-10-09,169.20545093630514,169.64236112305122,168.53326465245897,169.16343688964844,107069200
2015-10-12,169.2390157491594,169.52469068762636,168.81050334145897,169.3230438232422,56395600
2015-10-13,168.591991718698,169.8607460752655,168.08786186770175,168.2559051513672,88038700
2015-10-14,168.19712927755262,168.77688966363178,167.155252939332,167.44932556152344,99106200
2015-10-15,168.1130920211994,170.02881393785458,167.74338905116375,170.02041625976562,134142200
2015-10-16,170.4237387677061,170.81023713021614,169.65912690067984,170.79344177246094,114580100
2015-10-19,170.14649154385307,170.8774871826172,169.83561069902436,170.8774871826172,76523900
2015-10-20,170.44054155017596,171.27236046365508,170.18847016210702,170.65899658203125,78448500
2015-10-21,171.07911042313316,171.23034556267947,169.43225514084543,169.60031127929688,102038000
2015-10-22,170.54976258403462,172.67554197229597,169.60031206597318,172.46548461914062,174911700
2015-10-23,174.137593492348,174.72575167820509,173.3393778957643,174.35604858398438,144442300
2015-10-26,174.17960746768875,174.23841687580705,173.55783291667214,173.9275360107422,69033000
2015-10-27,173.25530069206067,173.92748678002485,172.91080355910756,173.59140014648438,77905800
2015-10-28,173.92751866965267,175.59116960621006,173.26374295939777,175.5659637451172,135906700
2015-10-29,175.06179663643488,175.8348061283462,174.94416503594584,175.46510314941406,90525500
2015-10-30,175.65835614604768,175.97764742042747,174.54926000595893,174.70889282226562,131076900
2015-11-02,175.03661055814953,176.96912809584242,174.91056844424497,176.77587890625,86270800
2015-11-03,176.4230622070515,177.8430527014883,176.19619655824638,177.2884979248047,95246100
2015-11-04,177.5825491672903,177.70857849176633,176.21297067717566,176.75071716308594,96224500
2015-11-05,176.8094972560585,177.27162607065398,175.68359274114252,176.57423400878906,78408700
2015-11-06,176.2297529116001,176.71708759596183,175.1542600981416,176.4818115234375,110471500
2015-11-09,175.86839361547968,176.01964155709823,173.8854519446792,174.8349151611328,131008700
2015-11-10,174.35599207036333,175.27185182814972,174.08712533864164,175.2382354736328,75874600
2015-11-11,175.50713169043908,175.55754340611824,174.48205073534925,174.5492706298828,67846000
2015-11-12,173.50734778046592,173.97787412988546,172.09576873220726,172.11256408691406,121315200
2015-11-13,171.7008950599256,171.9697618199223,170.09605371636437,170.18006896972656,153577100
2015-11-16,169.9952579618973,172.82682759682015,169.87761351044455,172.76800537109375,117645200
2015-11-17,173.0789213269049,173.96115225931524,172.14626584271332,172.64199829101562,121123700
2015-11-18,173.12086900112726,175.52392572381035,173.0788677856342,175.38108825683594,121342500
2015-11-19,175.2634771977379,175.64998842848777,174.93578818898956,175.22987365722656,88220500
2015-11-20,175.98605507163307,176.54900726249437,175.4903227750232,175.86842346191406,94011500
2015-11-23,175.92723236312372,176.43136230053122,175.20463458071166,175.66676330566406,64931200
2015-11-24,174.6585200725292,176.3053757035368,174.2720216423702,175.90206909179688,98874400
2015-11-25,176.02811201432047,176.22977174622852,175.6163948695075,175.8768768310547,51980100
2015-11-27,175.9692115257556,176.28010507679411,175.4902875041859,176.0784454345703,37317800
2015-11-30,176.23812958132908,176.35576119312486,175.23825447062276,175.3474884033203,112822700
2015-12-01,175.97771563166484,177.13723675469305,175.70043828394557,177.01959228515625,97858400
2015-12-02,176.9691196566122,177.28841094488294,174.96097181798655,175.21304321289062,108441300
2015-12-03,175.46513794700394,175.73400473534974,172.03699985461813,172.7595977783203,166224200
2015-12-04,172.75957555460377,176.42297642336592,172.75957555460377,176.12889099121094,192913900
2015-12-07,175.8012372085567,176.2213520123573,174.0955721307971,175.0618438720703,102027100
2015-12-08,173.49903009390036,175.01143325121095,172.9024613838463,173.88552856445312,103372400
2015-12-09,173.2468843716996,175.33904715900064,171.55801524454498,172.53268432617188,162401500
2015-12-10,172.59995711815694,174.28881394212735,172.36469386369993,172.97805786132812,116128900
2015-12-11,170.86067243732876,171.52444809524988,169.3146404271741,169.6255340576172,211173300
2015-12-14,169.78521039920295,170.60863186087278,168.00391483485856,170.4825897216797,182385200
2015-12-15,171.9949700506764,173.17969668111772,170.45734858112394,172.27224731445312,154069600
2015-12-16,173.39815421435094,175.09542135898081,172.0790005935831,174.79293823242188,197017000
2015-12-17,175.1038630409515,175.17108295495487,172.1126473826835,172.12945556640625,173092500
2015-12-18,171.38727907064435,171.5225060595982,168.90230097587343,169.06289672851562,251393500
2015-12-21,170.23781010837587,170.63506931648848,169.12210010333064,170.4575653076172,99094300
2015-12-22,171.34505501864547,172.30016920397958,170.35613730247303,172.00433349609375,111026200
2015-12-23,173.01018060737667,174.1766024705197,172.91720476470311,174.13433837890625,110987200
2015-12-24,173.8807402551436,174.39633114107903,173.6271686412562,173.846923828125,48539600
2015-12-28,173.15382558359133,173.49191243890718,172.3762154986154,173.4496612548828,65899900
2015-12-29,174.54843554380895,175.6303288679447,174.5146320199485,175.30068969726562,92640700
2015-12-30,175.05557506677826,175.1401032204624,173.91450947796972,174.05819702148438,63317700
2015-12-31,173.38206059532405,174.0244308507707,172.3170623779297,172.3170623779297,114877900
2016-01-04,169.46020164850955,169.91662026614497,167.85425658509027,169.90817260742188,222353500
2016-01-05,170.229360174468,170.6519752820483,169.08830712231494,170.195556640625,110845800
2016-01-06,167.64294053081133,169.0967373830813,167.01747849014774,168.0486602783203,152112600
2016-01-07,165.09880025596934,166.8822363182375,163.6280952098052,164.01690673828125,213436100
2016-01-08,164.9804741804424,165.53832917185426,161.92919283899013,162.21656799316406,209817200
2016-01-11,163.13788406435606,163.47598389884607,160.44161043099166,162.37718200683594,187941300
2016-01-12,163.8224804923623,164.43949476496124,161.55725744525915,163.68724060058594,172330500
2016-01-13,164.3549705671791,164.70151796175867,159.22443118474726,159.6047821044922,221168900
2016-01-14,160.21336724550912,163.34916367864253,158.615882880263,162.22500610351562,240795600
2016-01-15,157.86359655845175,159.5455958534582,156.80705915317225,158.7426300048828,324846400
2016-01-19,160.55990909796947,160.68668844906233,157.38183579391037,158.95396423339844,195244400
2016-01-20,156.39290793131943,158.48062709063498,153.00354022959485,156.9169464111328,286547800
2016-01-21,157.3902832034348,159.6385851905549,156.06326591928874,157.79598999023438,195772900
2016-01-22,160.4077739585961,161.2360958795288,159.64707199611334,161.0332489013672,168319600
2016-01-25,160.52604568513738,160.72044493230607,158.4045234823235,158.5989227294922,130371700
2016-01-26,159.2582327424634,161.041668532484,158.92014590624152,160.7627410888672,141036800
2016-01-27,160.23874959702297,161.91230185213396,158.10876579230634,159.01316833496094,185681700
2016-01-28,160.5599272369545,160.7627742216194,158.19328020408372,159.8414764404297,143798800
2016-01-29,160.61065721701192,163.87324652838623,160.4923254967938,163.73800659179688,210529300
2016-02-01,162.73213374182845,164.464857851863,162.14892296798,163.6787872314453,136061600
2016-02-02,162.2503902851481,162.25883794392138,160.20492190938126,160.72897338867188,182564900
2016-02-03,161.78551123572566,162.09824227403948,158.14257123728788,161.69253540039062,205054900
2016-02-04,161.1938819963895,162.91814619575942,160.55995924854608,161.94613647460938,139531800
2016-02-05,161.43045260434457,162.00520270781496,158.2270242720543,158.86094665527344,180788300
2016-02-08,157.01836981803837,157.31419255920386,154.50803586041826,156.7225341796875,191526700
2016-02-09,154.9813833014251,158.0073084440495,154.8461433973868,156.7310028076172,184513100
2016-02-10,157.5593565400831,159.19064455118342,156.46900241596902,156.59579467773438,148214100
2016-02-11,154.11926880693227,155.6068821864375,153.06273107589232,154.5587921142578,219058900
2016-02-12,156.33376755034035,157.7621956092723,155.48853743639367,157.74530029296875,127632400
2016-02-16,159.55411325306656,160.43314701268105,158.59055131203985,160.4077911376953,120250700
2016-02-17,161.57418782603054,163.3998879239624,161.44739557364798,163.02798461914062,136009500
2016-02-18,163.29845066594467,163.35762296284307,162.04751374504974,162.36024475097656,102343000
2016-02-19,161.58266754038291,162.43634546149406,160.97410072033864,162.28421020507812,114793000
2016-02-22,163.86473349035154,164.77758342418423,163.79711354371364,164.63389587402344,103640300
2016-02-23,163.97468351819168,164.24516341361578,162.43635813164758,162.55470275878906,111455300
2016-02-24,161.126197029946,163.5773588406894,160.01894780722012,163.29843139648438,150812200
2016-02-25,163.7464566851493,165.28478196803928,162.9857546006108,165.2763214111328,110728300
2016-02-26,166.1468695024317,166.23983242237043,164.735324034117,164.8959197998047,129833700
2016-02-29,164.9128312909009,165.85948479522963,163.40832287272696,163.60272216796875,125918100
2016-03-01,164.82831369073514,167.5330602715892,164.35498690824195,167.4485321044922,141799700
2016-03-02,167.13582028123787,168.25151741126524,166.7216528504338,168.2008056640625,102415000
2016-03-03,168.02330960307438,168.87700037868333,167.4485592446589,168.86009216308594,95172200
2016-03-04,169.05444404216718,170.1870620198103,168.22612227109113,169.40943908691406,129293600
2016-03-07,168.48818575583124,169.95044329460436,168.4121181328031,169.5447235107422,100219000
2016-03-08,168.47125701607789,168.97838729951602,167.5330511599525,167.69363403320312,123974900
2016-03-09,168.505033929405,168.86847659694155,167.71896341330543,168.52194213867188,94801200
2016-03-10,169.01220401027405,169.950409867992,166.83150896538407,168.65719604492188,156838700
2016-03-11,170.11098495754135,171.4210940354424,168.6402930134651,171.3788299560547,137964500
2016-03-14,170.87171300803712,171.61550669502927,170.54207379862802,171.15908813476562,73612000
2016-03-15,170.19553839216928,171.18445609021217,169.9335191171137,170.8801727294922,93169100
2016-03-16,170.39840264831153,172.27481460482147,170.35613856156,171.8690948486328,129303200
2016-03-17,171.78454248728832,173.46654186106701,171.38728337252377,172.95941162109375,134278500
2016-03-18,173.4606796292937,173.97892972183823,173.14633567541978,173.63909912109375,138372400
2016-03-21,173.37575207632625,174.11489086366146,173.14635925953976,173.885498046875,72926700
2016-03-22,173.11237892363033,174.36127672102413,172.9509677829034,173.79205322265625,97471900
2016-03-23,173.4097058980052,173.596616617055,172.47515230275633,172.64508056640625,81052500
2016-03-24,171.61711301179898,172.60264013840452,171.39622436495685,172.5686492919922,84360900
2016-03-28,172.98490668908556,173.19730404944426,172.22028137727668,172.67056274414062,62408200
2016-03-29,172.26274495323278,174.37822726148767,171.95689224557793,174.2677764892578,92922900
2016-03-30,175.27033949853165,175.75459883610552,174.66712517015125,175.03245544433594,86365300
2016-03-31,174.93897488037737,175.3637696250937,174.44621142086157,174.60763549804688,94584100
2016-04-01,173.6136348968796,175.9839841079192,173.2992779386992,175.7970733642578,114423500
2016-04-04,175.72054652486787,175.92445261225555,174.92193055389507,175.227783203125,63497000
2016-04-05,173.8854757083936,175.23631985781554,173.2227969572166,173.47767639160156,99662200
2016-04-06,173.47767256669442,175.4317309022867,173.29925307744682,175.37225341796875,91839800
2016-04-07,174.28478675657163,174.64161278528653,172.5431257163603,173.27377319335938,113859000
2016-04-08,174.45475640571686,174.88805547561768,173.20585843431593,173.74110412597656,95040600
2016-04-11,174.378274101007,175.07494383034904,173.2398270914916,173.33328247070312,83757500
2016-04-12,173.50319473309455,175.22786063950423,173.06140449703767,174.94749450683594,115350600
2016-04-13,175.8650101881761,176.79956373697718,175.72907276949485,176.714599609375,96336400
2016-04-14,176.77410027514344,177.22438169033626,176.37479215771472,176.72311401367188,65212900
2016-04-15,176.72308136993018,176.8590187813295,176.2048313322123,176.52767944335938,75761600
2016-04-18,176.52769065252997,177.80207479698296,175.8650119345109,177.76809692382812,82531000
2016-04-19,178.19287194541545,178.58367578018218,177.51319788408114,178.32879638671875,88316100
