Date,open,high,low,close,volume,log_price,log_return,rolling_vol,momentum,simple_return,range,log_volume,volume_z,dollar_volume,amihud_liquidity,vix
2015-06-02,175.5344084312624,176.50765709154723,174.91053010855387,175.81723022460938,91531000,5.169444990827266,-0.0009928799893321738,0.006295611782226492,0.00018938889329778164,-0.0009923872470869455,0.009084018562646012,18.332188270680938,-0.27606051043903673,16092726899.68872,2.5648773516278745e-13,14.239999771118164
2015-06-03,176.34959907877004,176.9069288357371,175.792269321803,176.28305053710938,87820900,5.17209094489048,0.0026459540632144396,0.005699049894738455,0.01435306596779018,0.0026494576891291644,0.00632312358186389,18.290810071280358,-0.4083143712785834,15481336152.914429,2.3578987035305096e-13,13.65999984741211
2015-06-04,175.5759815578114,176.23312772649365,174.4779497504916,174.79405212402344,151882800,5.163608435892074,-0.008482508998405969,0.005970720824637674,0.009996193633692307,-0.008446634027203248,0.010041405612341292,18.838619728765,1.3657262270080466,26548210059.942627,2.4293985942858266e-13,14.710000038146973
2015-06-05,174.64426199501716,175.16832362593573,173.83737869048574,174.49453735351562,121704700,5.1618934365881035,-0.0017149993039708988,0.005931624116180993,0.004299400456555524,-0.0017135295330031886,0.007627430380548681,18.617108176768326,0.6415982793671967,21236805320.248413,2.339925819650474e-13,14.210000038146973
2015-06-08,174.38644350417422,174.53618088064647,173.34664644724396,173.4215087890625,89063300,5.155725098113351,-0.006168338474752844,0.005257613690158256,-0.01494909351357343,-0.006149353330638818,0.006859209343227307,18.304857910843044,-0.3633046348599637,15445491863.73291,2.301262390191916e-13,15.289999961853027
2015-06-09,173.39654541015625,173.93724746657017,172.76435340274276,173.39654541015625,105034700,5.155581141484523,-0.00014395662882726867,0.0051717897037371315,-0.010308958994988515,-0.00014394626756830675,0.006764229708573622,18.469801329717047,0.1963906209751277,18212654128.19214,2.124867239251328e-13,14.470000267028809
2015-06-10,174.1618757856882,175.858832002378,174.1036537400769,175.47618103027344,134551300,5.167503313069821,0.011922171585297292,0.005829221639684913,0.004608862579935646,0.011993523949384244,0.010002373267960968,18.717456096926263,1.013955856830922,23610548276.65863,2.3057201499167237e-13,13.220000267028809
2015-06-11,175.9170105686235,176.424432007937,175.68409705806988,176.0417938232422,73876400,5.170721431752609,0.003218118682788429,0.005867317581953399,0.007636645937865616,0.003223302385815918,0.0042054499320228434,18.117903984441597,-0.9428077778646196,13005333977.20337,2.4236889483360213e-13,12.850000381469727
2015-06-12,175.21822971538506,175.91697008625042,174.41966022523076,174.6941680908203,135382400,5.163036834160483,-0.007684597592126252,0.005633580630130155,-0.010421664426279342,-0.007655146560111681,0.008571035183276609,18.723613924764685,1.1335932612378905,23650515742.13867,2.2798644383778377e-13,13.779999732971191
2015-06-15,173.55460718758775,174.2283936547843,172.8475401063269,173.94557189941406,124384200,5.158742445105004,-0.004294389055479186,0.005681116195574182,-0.015798994367494323,-0.004285181352001843,0.007938423113500634,18.638885720556644,0.8343248468653435,21636080804.2511,2.339057785735392e-13,15.390000343322754
2015-06-16,173.7958129477088,174.97703343649107,173.62113417047834,174.8938446044922,85308200,5.164179187605882,0.005436742500878111,0.005788274249252353,-0.013464272881764217,0.005451548405190021,0.007752698610285457,18.26178113914288,-0.44582526644026493,14919879074.28894,2.403888496705432e-13,14.8100004196167
2015-06-17,175.17669677734375,175.7839474322654,174.153539968628,175.17669677734375,126708600,5.165795160394038,0.0016159727881559505,0.005810655948419571,-0.011519854116639472,0.0016172791757835814,0.009307216619740849,18.657400519862342,0.9439790009638769,22196394001.28174,2.427439356178955e-13,14.5
2015-06-18,175.77562588574565,177.46425543522668,175.20998233094872,176.99842834472656,165867900,5.176140853126083,0.010345692732045109,0.006302348331526717,-0.00046981277175017766,0.010399394445131716,0.012736119328062494,18.926702246384806,1.8244797368197452,29358357612.84027,2.5777600287530854e-13,13.1899995803833
2015-06-19,176.7560397831322,176.83126628353637,175.8365622629324,176.21270751953125,130478700,5.171691830762698,-0.004449022363385069,0.006336843204522672,-0.007827084561498054,-0.004439140124255947,0.005644905152448836,18.686720553014645,1.008600813876703,22992005000.628662,2.548088132621874e-13,13.960000038146973
2015-06-22,177.13216924817195,177.70056420665657,176.90647701250222,177.11544799804688,70696000,5.176801768528712,0.005109937766014205,0.006433487537308875,-0.00032551412072479025,0.0051230157644310825,0.004483444008583036,18.073899552179977,-1.1479907606112976,12521353711.669922,2.6346198797428913e-13,12.739999771118164
2015-06-23,177.32445349767062,177.57522128004848,176.84800619027394,177.24085998535156,68476800,5.177509598414708,0.0007078298859957144,0.0059107164965608765,0.011192204939499462,0.0007080804566865773,0.0041029765361928865,18.042005559733965,-1.2197239963627857,12136886921.044922,2.4157029057504046e-13,12.109999656677246
2015-06-24,176.973377615689,177.34952289902554,175.92852252054377,175.95359802246094,92307300,5.17022031267736,-0.007289285737347662,0.005769265475839101,-0.005544341514982065,-0.007262783327710132,0.008075995003525783,18.340633786269798,-0.1474697023169533,16241801558.738708,2.353691468966589e-13,13.260000228881836
2015-06-25,176.45511032865318,176.58048782172534,175.34338312329731,175.41860961914062,97107400,5.167175172480769,-0.0030451401965914116,0.0057999844892457466,-0.007460639379802458,-0.003040508459804414,0.007052300215547037,18.3913281404504,0.050434893471732196,17034445091.729736,2.4004768670824255e-13,14.010000228881836
2015-06-26,175.7780619229963,176.020475454762,174.83352156232553,175.3852081298828,104174800,5.1669847441691665,-0.00019042831160209772,0.005633688756678385,-0.0014185111092102076,-0.00019041018128196363,0.006767696689434926,18.461580815424536,0.3253100318564668,18270718979.888916,2.2636527527942645e-13,14.020000457763672
2015-06-29,173.90563875410464,175.39351099709683,171.6320336459103,171.70726013183594,202621300,5.145791050829156,-0.021193693340010533,0.007319012120753796,-0.024646819987442115,-0.020970685254842802,0.021906338429129237,19.126849277520265,2.5557057261171594,34791548267.35077,2.5063043221898384e-13,18.850000381469727
2015-06-30,173.24532879564853,173.2954925539955,171.59028189840387,172.06674194335938,182925100,5.147882436101931,0.0020913852727746374,0.007356719127857685,-0.021562554725335303,0.002093573744333499,0.009910169951105057,19.024587337406352,2.0974723142198584,31475325976.663208,2.5086782191301817e-13,18.229999542236328
2015-07-01,173.63817259235734,173.88894033293766,172.66018988321343,173.4459228515625,135979900,5.155865866950741,0.007983430848810258,0.007591975112325663,-0.016225077939739485,0.008015383406615006,0.007084343232304245,18.728017638660052,1.0739259715659353,23585159244.763184,2.592468876991734e-13,16.09000015258789
2015-07-02,173.92237406091246,174.08954829467416,172.86915215451845,173.28709411621094,104373700,5.15494972260516,-0.0009161443455809604,0.007375007545007581,-0.008658713286914477,-0.0009157248134767926,0.00704262568646505,18.46348828596791,0.19063376220066716,18086615175.157166,2.4580387580719877e-13,16.790000915527344
2015-07-06,171.9998580458966,173.57131132745278,171.79924128982267,172.7939453125,117975400,5.152099817055276,-0.0028499055498842907,0.007389742695939587,-0.009793619532827869,-0.0028458484241199455,0.010255394275680728,18.585986686119824,0.5776696271485559,20385434815.820312,2.487561295299473e-13,17.010000228881836
2015-07-07,172.99456494205364,174.00597747860348,170.61229034809537,173.88059997558594,173820200,5.158368856629855,0.006269039574579693,0.007410008803898445,0.0026437585165046684,0.006288731130715819,0.019517341963304763,18.973531989588505,1.7768363140532397,30223960663.876343,2.391590188972769e-13,16.09000015258789
2015-07-08,172.5431069920964,172.8273043810411,170.72924094443496,170.96328735351562,164020100,5.141448839613548,-0.016920017016307298,0.008334727623088463,-0.014132301870975361,-0.016777677454988815,0.012272011547530621,18.9154995392541,1.5270370859835949,28041415488.05237,2.689334998045511e-13,19.65999984741211
2015-07-09,173.06135838525742,173.32049305021542,171.163911539407,171.27256774902344,144113100,5.143256250935837,0.0018074113222885657,0.007819020882139116,-0.024247062133984087,0.0018090456746324701,0.01259151736411518,18.78610896592868,1.0757058752985824,24682620683.27179,2.4734724989371363e-13,19.969999313354492
2015-07-10,173.27037922674475,173.847141195784,171.31441383532407,173.42919921875,129456900,5.15576944243505,0.01251319149921315,0.008354155093092855,-0.014951989317559367,0.012591809056583969,0.014603811652646403,18.678858565174668,0.7155529584901871,22451606500.341797,2.6284197601979257e-13,16.829999923706055
2015-07-13,174.6913649093545,175.45200949545605,174.64956816725388,175.34335327148438,106069400,5.166746070372942,0.010976627937892225,0.00857772432515012,0.0037092362124591105,0.011037092146865213,0.004576400035875653,18.479604154823814,0.05898632741491081,18598564275.494385,2.7610516592712687e-13,13.899999618530273
2015-07-14,175.30160811826735,176.41333546152043,175.24309011119044,176.1040496826172,81709600,5.1710750117318804,0.004328941358938465,0.008557394478584777,0.012332566626876762,0.0043383247607624575,0.006645192728043802,18.218682055987262,-0.7603223155655846,14389391457.946777,2.8122315586230043e-13,13.369999885559082
2015-07-15,176.14580369154305,176.60554236922965,175.56904178267948,176.04550170898438,97914100,5.170742494061812,-0.0003325176700688104,0.008483278178302486,0.00656330645592984,-0.00033246239219553164,0.005887685720385996,18.399601121645016,-0.16182242364185567,17237336858.883667,2.6396788912968897e-13,13.229999542236328
2015-07-16,177.09867799545395,177.45811462402344,176.85627733096499,177.45811462402344,106683300,5.178734607120074,0.007992113058262085,0.008652346967717727,0.012939446726035975,0.008024135245296993,0.003391432926770079,18.485375190432947,0.1036363838909398,18931817279.86908,2.814353420246181e-13,12.109999656677246
2015-07-17,177.4497768295928,177.66711479342928,177.0402019061939,177.6085968017578,89030000,5.1795822348018685,0.0008476276817948047,0.00834727650577574,0.0034413816757856708,0.0008479870196591577,0.0035297440468781806,18.304483949549855,-0.5158425579554243,15812493373.260498,2.6649591661150597e-13,11.949999809265137
2015-07-20,177.834306013265,178.1937299807778,177.38293430331788,177.7005615234375,70446800,5.1800998951074275,0.0005176603055589979,0.008276138899226003,0.008408064344729738,0.0005177943147782749,0.004562707458597248,18.070368372992032,-1.2696779050364801,12518435917.529297,2.5888835748479585e-13,12.25
2015-07-21,177.5668539303138,177.82598871616656,176.69754007495303,176.9984588623047,77965000,5.176141025543294,-0.003958869564133494,0.008254087214019792,-0.0006607429854179614,-0.003951043570789237,0.006375471563237794,18.171770566001122,-0.9620066694648899,13799684845.199585,2.528275219220926e-13,12.220000267028809
2015-07-22,176.3129951546989,177.01514736499615,176.27956540876897,176.6807861328125,88667900,5.17434463619099,-0.001796389352303862,0.008261247931487355,-0.003164962223717538,-0.0017947768106801876,0.004163338710040806,18.30040848775556,-0.5330464817289691,15665914276.745605,2.55644927419161e-13,12.119999885559082
2015-07-23,176.81449864335698,176.91480061758097,175.32662650435347,175.68605041503906,90509100,5.168698597704439,-0.005646038486551319,0.008194495144612356,-0.0015217149729211954,-0.00563012956612996,0.009039841862661309,18.32096095610128,-0.46572804050104183,15901186305.619812,2.5095854796794625e-13,12.640000343322754
2015-07-24,175.78639671419378,175.84490195814018,173.52951260680743,173.86386108398438,117755000,5.158272585410677,-0.010426012293762277,0.008495903329670847,-0.00890258707009206,-0.010371849823875956,0.013317254873422564,18.58411675280429,0.43958351520159494,20473338961.94458,2.674827767836115e-13,13.739999771118164
2015-07-27,172.97786830278093,173.4877581452336,172.40946044754156,172.85247802734375,132361100,5.152438502552656,-0.005834082858021006,0.008580303330965757,-0.014546241616510969,-0.005817097643725289,0.006238254203804203,18.701044351651028,0.8637711984637202,22878944129.42505,2.79711542343152e-13,15.600000381469727
2015-07-28,173.68831753287859,175.11768467613908,172.86080059877006,174.9755859375,123544800,5.164646455262667,0.012207952710011405,0.007579318519554797,0.01885540443351097,0.012282773925985646,0.012898279867313404,18.63211440128977,0.6117713497242773,21617323769.53125,2.77489939658017e-13,13.4399995803833
2015-07-29,175.10099316780972,176.40497028935027,174.95889440503456,176.17929077148438,105791300,5.171502174083153,0.0068557188204856345,0.007691362264135988,0.023619737981221967,0.006879273057067037,0.00820797880377081,18.47697884338353,0.05171181339428256,18638236203.793335,2.9255922214897624e-13,12.5
2015-07-30,175.6693676290362,176.38822831017677,175.05080893679738,176.22105407714844,91304400,5.171739196018404,0.00023702193525121373,0.00752400194359059,0.015873329067662922,0.00023705002716933876,0.007589441456829992,18.32970953717505,-0.45334823391741164,16089757609.881592,2.763710922708161e-13,12.130000114440918
2015-07-31,176.72260984193838,176.74768534385558,175.66940049768033,175.95359802246094,103266900,5.17022031267736,-0.0015188833410437752,0.007532413356759054,0.015270590072200108,-0.0015177304215330256,0.006128234138398267,18.45282745679865,-0.004888889881430868,18170182611.62567,2.780180378544393e-13,12.119999885559082
2015-08-03,175.92009972351912,175.97860495366947,174.4071394214331,175.36004638671875,113965700,5.166841268282419,-0.0033790443949408555,0.007546688973484813,0.014741451227143543,-0.0033733418492892797,0.008961365856227282,18.551408083893165,0.3296957125411879,19985030438.494873,2.7948192305156793e-13,12.5600004196167
2015-08-04,175.28484070143256,175.74457936960462,174.53255033866034,175.01736450195312,81820800,5.164885194726414,-0.0019560735560055775,0.007452888975217193,0.006516338096558272,-0.0019541616909128923,0.006925193019523235,18.220042047978225,-0.8178153564387072,14320060777.441406,2.7594078356567125e-13,13.0
2015-08-05,175.91175866861994,176.6306193101824,175.30992125919204,175.59413146972656,85786800,5.168175260766287,0.003290066039873807,0.006267338644045272,0.026726421152739377,0.0032954842476045076,0.007521310877169347,18.267375706468812,-0.6596937050319386,15063658637.567139,2.5669163321240494e-13,12.510000228881836
2015-08-06,175.77803731999936,175.88670631934494,173.5713041132177,174.15643310546875,116030800,5.1599539361554045,-0.008221324610882874,0.00661898794685007,0.016697685219567937,-0.00818762194513134,0.013294956521789976,18.569366231068553,0.4346118435049425,20207510258.374023,2.7337257993435783e-13,13.770000457763672
2015-08-07,173.9975626820927,174.148015633359,172.9192655130562,173.822021484375,117858000,5.1580319106987655,-0.0019220254566389983,0.006040250710127609,0.002262468263715789,-0.0019201795485283002,0.007069012946747136,18.58499106794447,0.47738307890104875,20486315808.10547,2.501965489984407e-13,13.390000343322754
2015-08-10,174.9337723852112,176.09565043501362,174.9337723852112,176.01206970214844,80270700,5.170552570539915,0.01252065984114914,0.00619430966422431,0.003806500166972704,0.012599371466694764,0.006601127137295647,18.20091523063782,-0.8946885451076193,14128612043.440247,2.649967957866951e-13,12.229999542236328
2015-08-11,174.67467215788415,175.09261413792316,173.66324695417575,174.4239044189453,126081400,5.161488568704501,-0.009064001835414004,0.006442318337913072,-0.009586443027379765,-0.009023047600602907,0.008194789518724726,18.652438288073107,0.701382005541819,21991610062.60681,2.705625310033836e-13,13.710000038146973
2015-08-12,173.11988024460172,174.81672320019484,171.6570837136026,174.63282775878906,172123700,5.162685642678631,0.0011970739741302694,0.006453222840921258,-0.008056851383180685,0.001197790753163952,0.018093044286933813,18.96372396233388,1.7498336163489894,30058448455.30548,2.7158924740108796e-13,13.609999656677246
2015-08-13,174.47401731701092,175.15944813679866,173.872179976808,174.41551208496094,89383300,5.161440452960758,-0.0012451897178733518,0.006143912246926976,-0.017294154159316122,-0.0012444147908335923,0.007380468311577667,18.30844442179943,-0.603550513538757,15589834041.343689,2.544752200408169e-13,13.489999771118164
